Class,AU01,AU02,AU05,AU06,AU09,AU10,AU11,AU12,AU15,AU24,AU25,AU26,anger,disgust,fear,happiness,sadness,surprise,neutral
Non Suicidal,0.6270757,0.42229193,0.40261194,0.7984344,0.6052572,0.94638276,0.4944724,0.9277061,0.486812,0.34129077,0.91022784,0.40798947,0.000106569,2.42E-05,1.57E-05,0.99946326,1.93E-05,0.000184577,0.000186482
Non Suicidal,0.486774575,0.508985303,0.361000748,0.847514585,0.378209646,0.309059924,0.506378984,0.792575935,0.158282213,0.519112171,0.550265507,0.140380696,0.049923869,0.014445593,0.012668513,0.461943378,0.025160211,0.193040696,0.390061386
Suicidal,0.444609857,0.48858412,0.483061046,0.223248389,0.247540969,0.794173254,0.475833827,0.381897137,0.215235858,0.477269433,0.304075677,0.133537992,0.53910412,0.247302248,0.934756407,0.011809554,0.599961402,0.765106939,0.53005116
Suicidal,0.505177094,0.373326597,0.336490582,0.219066853,0.110041422,0.616482136,0.489571599,0.470103517,0.458873328,0.162133604,0.396714074,0.32712032,0.529195917,0.158725665,0.280582588,0.069296386,0.695966512,0.610352679,0.253218071
Suicidal,0.583203151,0.455274417,0.537329078,0.285645109,0.209447526,0.703227917,0.491410876,0.053174949,0.339882751,0.278667238,0.499208529,0.393089828,0.675487829,0.233514233,0.24519237,0.011637948,0.369528927,0.753346609,0.21987384
Suicidal,0.457811463,0.445619587,0.366246236,0.081204495,0.416808499,0.674328097,0.463125587,0.237028258,0.236823727,0.235757306,0.523079554,0.065452211,0.94313402,0.102041041,0.420587698,0.039841028,0.603740446,0.769360785,0.692029378
Suicidal,0.707118882,0.386737417,0.321322539,0.104421405,0.307323241,0.714150792,0.490374624,0.576601758,0.484698609,0.119695558,0.21943368,0.115878099,0.320657998,0.147549527,0.896803328,0.042873251,0.798965522,0.880453824,0.513691589
Non Suicidal,0.40620494,0.44813532,0.7551022,0.25686356,0.2850299,0.3868295,0.4653626,0.16415659,0.2726257,0.41376534,0.51825845,0.43065542,0.004155622,0.000550354,0.018790122,0.021752072,0.02432775,0.11872583,0.8116982
Non Suicidal,0.588937672,0.400668285,0.646810279,0.846064049,0.312847746,0.889000135,0.484849068,0.867106196,0.604191918,0.642515709,0.772458522,0.352523714,0.084659952,0.021119245,0.082410309,0.613523304,0.010098053,0.190012687,0.370844839
Non Suicidal,0.289433284,0.454361948,0.507798156,0.455323091,0.508171363,0.552682227,0.490642052,0.702849756,0.265036106,0.447097685,0.993083504,0.477627907,0.067635959,0.004570849,0.093379884,0.290173567,0.088256898,0.289195591,0.60538844
Suicidal,0.587063929,0.358844316,0.272837791,0.117062132,0.263849511,0.352084032,0.494378025,0.179993183,0.350397221,0.540567367,0.34843246,0.058987991,0.808593847,0.076644975,0.292456393,0.098464414,0.592996275,0.762783594,0.112747827
Suicidal,0.639926086,0.371992013,0.231331711,0.209844489,0.283748439,0.68952893,0.471612065,0.620130683,0.324897353,0.256387646,0.583738716,0.266488219,0.496933403,0.150153013,0.726677699,0.023411558,0.377626234,0.618362409,0.522293396
Suicidal,0.727876194,0.402141603,0.218950112,0.188904518,0.192105696,0.680692892,0.489302385,0.066520855,0.151463209,0.442217625,0.35299464,0.084460987,0.165400759,0.097487903,0.342515344,0.008049012,0.740579968,0.543199714,0.477646988
Non Suicidal,0.454592936,0.576338263,0.71005231,0.442230402,0.429799429,0.768341861,0.498501507,0.919887678,0.315105318,0.57911076,0.990754736,0.272980677,0.046640172,0.026065285,0.01907822,0.76722655,0.092101619,0.25328126,0.827961554
Suicidal,0.4652192,0.494944903,0.54592351,0.255762876,0.120601105,0.56334141,0.474729968,0.208288639,0.057408793,0.412503022,0.115584192,0.345749846,0.894667618,0.204039465,0.832249615,0.052276665,0.516156399,0.600634042,0.235845492
Suicidal,0.667180193,0.454653978,0.489944399,0.268352612,0.308530977,0.257048072,0.471437807,0.485222016,0.395651551,0.338486399,0.313263057,0.266558347,0.373849604,0.245457518,0.715148094,0.0703329,0.461356303,0.870463224,0.71551129
Non Suicidal,0.243083328,0.423273976,0.544561485,0.432079924,0.484666607,0.705795322,0.476289548,0.629848494,0.582578579,0.441713177,0.668946933,0.369024717,0.062850263,0.018765303,0.003136961,0.526967976,0.085697791,0.060036055,0.472594307
Suicidal,0.749860528,0.479280041,0.609398154,0.247767177,0.102350681,0.392462455,0.501017648,0.733782492,0.351012949,0.16337929,0.281795822,0.168595676,0.924936191,0.06628512,0.384085002,0.037760801,0.72474382,0.864154461,0.051787082
Non Suicidal,0.535635457,0.574560107,0.405569566,0.394401106,0.280377775,0.997866391,0.490512162,0.902207044,0.573701661,0.573266531,0.911479093,0.482016649,0.074954982,0.00623632,0.051413572,0.441247647,0.045353242,0.131982823,0.747321979
Non Suicidal,0.400641685,0.49656484,0.69801556,0.57849951,0.363288393,0.526761784,0.504711942,0.658030263,0.201844672,0.471431314,0.819396501,0.295944678,0.022829623,0.015714723,0.077544535,0.928416541,0.083253824,0.246526888,0.633076655
Non Suicidal,0.310980086,0.436425202,0.324723886,0.87210505,0.304099426,0.478976235,0.504212462,0.49808542,0.161152253,0.505626357,0.847364841,0.504098681,0.082542349,0.009332239,0.027997613,0.389819369,0.018147527,0.363451587,0.779616048
Suicidal,0.645363402,0.464624263,0.346651592,0.154571525,0.383007017,0.704720271,0.505291629,0.087717125,0.317719088,0.119502875,0.148782614,0.062933173,0.524426649,0.105508636,0.235644258,0.001142106,0.569422375,0.45700703,0.293841625
Suicidal,0.373887451,0.495879813,0.420770901,0.233917704,0.239700453,0.207962956,0.461034509,0.67436386,0.183894109,0.299486552,0.407780211,0.199803716,0.583155826,0.052665056,0.747188388,0.005840649,0.92369218,0.624219869,0.335968019
Suicidal,0.660210531,0.360595273,0.376737954,0.126022511,0.139823093,0.533884949,0.487320901,0.355244628,0.49933869,0.238426033,0.598409988,0.15434984,0.385072399,0.08618453,0.736253367,0.054834331,0.392985454,0.682199976,0.062009512
Non Suicidal,0.517003879,0.422008028,0.640057904,0.474825873,0.309802277,0.38612214,0.485918077,0.878949055,0.173454885,0.533580702,0.442753521,0.399575826,0.064892885,0.008433456,0.014892559,0.743754028,0.05526232,0.246987768,0.745681671
Non Suicidal,0.471091938,0.491263945,0.743911503,0.542089251,0.297552142,0.85937055,0.514035187,0.545707892,0.501361424,0.570351098,0.691505117,0.157337311,0.073365907,0.020272011,0.042251143,0.816559712,0.000398853,0.019060716,0.915992185
Non Suicidal,0.381776538,0.505460227,0.710207697,0.749864577,0.492129232,0.77365091,0.499383,0.444336933,0.227988158,0.586152829,0.934575936,0.244779483,0.076473393,0.027070173,0.014549144,0.307739704,0.071857157,0.028070621,0.735025771
Non Suicidal,0.214712402,0.409597681,0.592747776,0.451518058,0.460713851,0.773279707,0.519344227,0.447005159,0.481098573,0.42551829,0.517932888,0.572822717,0.046625018,0.002950981,0.001972107,0.56815578,0.089048067,0.110649787,0.507242977
Suicidal,0.604085019,0.423727036,0.409049682,0.191779054,0.315461948,0.58361111,0.487223378,0.497937514,0.371346274,0.518095612,0.222787258,0.231303435,0.736024497,0.030058287,0.850445552,0.068336794,0.571097234,0.891683334,0.662412712
Suicidal,0.745561415,0.466312439,0.500152001,0.225259671,0.161916844,0.205770299,0.506851943,0.661918282,0.208230011,0.337193421,0.131535146,0.27418626,0.825573374,0.109575233,0.831894575,0.006739226,0.309102606,0.548413312,0.758740673
Non Suicidal,0.292682499,0.457046033,0.559664975,0.511714059,0.240364538,0.574245881,0.506167608,0.604826958,0.314061742,0.433363495,0.797299646,0.416028455,0.030578496,0.00974318,0.079740369,0.607752126,0.097129894,0.088311063,0.943239679
Non Suicidal,0.560782646,0.416023078,0.639742383,0.260051187,0.410203115,0.325285016,0.478717902,0.687205483,0.509855669,0.508871816,0.631117043,0.567322185,0.073119234,0.008651183,0.024357321,0.742832573,0.076878463,0.065282079,0.687931228
Suicidal,0.727093796,0.364077991,0.503904572,0.17565311,0.181447425,0.474630197,0.471865024,0.270189254,0.328812351,0.361412141,0.279564018,0.278878189,0.121033811,0.088570578,0.418665235,0.008190954,0.87013543,0.549925665,0.340843772
Non Suicidal,0.247395456,0.46462914,0.571822796,0.551645291,0.441012365,0.763066853,0.516130861,0.574477315,0.431232247,0.470646057,0.596384747,0.293545452,0.013036974,0.010652907,0.030842993,0.409784682,0.086971486,0.231915967,0.717271932
Non Suicidal,0.531116466,0.453591059,0.552139316,0.708690168,0.277356683,0.401102037,0.519289557,0.847903632,0.517196307,0.554926535,0.946407392,0.425720523,0.015596967,0.01006478,0.043361687,0.787616245,0.081333434,0.112122781,0.891928459
Suicidal,0.720341611,0.453756646,0.632662656,0.230292119,0.28008391,0.634756986,0.50440927,0.633251755,0.147234346,0.520670273,0.485095729,0.334223505,0.2740181,0.158536622,0.62733091,0.0625697,0.60350145,0.650139623,0.335438298
Non Suicidal,0.265541953,0.493308206,0.664299814,0.81952695,0.569707142,0.526659034,0.507910124,0.495733991,0.165582266,0.606553723,0.62297702,0.447202041,0.064636638,0.00767607,0.043779206,0.314264359,0.000936719,0.211410315,0.902017482
Suicidal,0.518402113,0.502674328,0.230858417,0.086122195,0.369856083,0.292130938,0.507165146,0.147545297,0.128789817,0.370938163,0.670876406,0.296111789,0.435839062,0.115256116,0.921098522,0.098848457,0.226097108,0.50892834,0.700930736
Non Suicidal,0.413292883,0.418186432,0.658859903,0.480257135,0.387314359,0.793992831,0.48777297,0.914461333,0.327062364,0.557800823,0.488488095,0.610771776,0.015655789,0.027496344,0.046297267,0.746506891,0.018528357,0.143222789,0.834159201
Suicidal,0.38320923,0.3953098,0.6487931,0.10421602,0.1565561,0.045259047,0.470265,0.11915016,0.1969634,0.55488497,0.14344636,0.38977978,0.002023535,0.000875865,0.002688654,0.002868629,0.14707518,0.5673553,0.27711287
Non Suicidal,0.20610555,0.419765778,0.495314783,0.680248697,0.324421603,0.635559927,0.494049456,0.473684977,0.653630968,0.481355755,0.902024944,0.191395249,0.040038516,0.016720063,0.034954919,0.514679474,0.004933258,0.114725433,0.808040807
Suicidal,0.40955883,0.39325094,0.56308556,0.19357635,0.27705157,0.011733581,0.47709116,0.20607558,0.2823854,0.46439102,0.80888844,0.23796254,0.2019066,0.000314294,0.0005381,0.03233144,0.017210515,0.006103538,0.7415955
Suicidal,0.644240395,0.361984035,0.456863687,0.079649978,0.202703787,0.593469987,0.476987051,0.752944691,0.263557945,0.101562754,0.427260376,0.325355461,0.811333006,0.171539878,0.322043735,0.095915232,0.519641727,0.581494916,0.200893908
Suicidal,0.373306047,0.5073559,0.609844266,0.261561975,0.135772682,0.558891335,0.496201902,0.187059304,0.044629645,0.170099231,0.432474281,0.288745535,0.566103514,0.074517531,0.563766762,0.053781624,0.419297877,0.64102413,0.411105865
Suicidal,0.467603501,0.457106556,0.273375201,0.092805851,0.426869737,0.317410757,0.467209586,0.208530208,0.232146882,0.364098855,0.212376077,0.395093359,0.529635565,0.102983395,0.231617476,0.069559147,0.875364483,0.636631413,0.182615428
Suicidal,0.5425506,0.46338457,0.45743302,0.13396369,0.24947824,0.028425569,0.48113203,0.14705339,0.089892685,0.4372231,0.5324449,0.2733647,0.022695987,0.001523173,0.02477761,0.017195938,0.43123883,0.056237735,0.4463307
Suicidal,0.642728377,0.442650101,0.613901151,0.188703455,0.125237292,0.744410333,0.499114645,0.270324629,0.180246829,0.101224748,0.41943848,0.246380206,0.694116658,0.081264851,0.367684133,0.073581128,0.336300395,0.457569915,0.620285363
Non Suicidal,0.314526323,0.57468575,0.417762821,0.346343992,0.508579927,0.436162355,0.517772752,0.525596024,0.171554666,0.423908591,0.548273954,0.319048057,0.08104705,0.002410556,0.013145421,0.360449407,0.004826552,0.048079933,0.405729527
Suicidal,0.570486458,0.395213992,0.365457044,0.184390035,0.190946231,0.597599554,0.465412343,0.289843696,0.479229922,0.300403057,0.402126519,0.211530769,0.323409527,0.051493151,0.62224319,0.057869249,0.603343819,0.826748505,0.300706755
Non Suicidal,0.446859475,0.500816966,0.293876256,0.415155827,0.273006988,0.690876809,0.474063721,0.500476853,0.505571966,0.523395724,0.652565654,0.627663117,0.008077811,0.020318878,0.049510536,0.749460124,0.038186447,0.067817229,0.586089673
Non Suicidal,0.302087822,0.554998874,0.731079262,0.301627218,0.34630642,0.588259672,0.488277669,0.55415892,0.254948318,0.454700528,0.664520733,0.610466271,0.003957378,0.028891048,0.060433061,0.933437909,0.082821812,0.134360809,0.641224179
Suicidal,0.423605231,0.425945726,0.24792519,0.099945459,0.421078901,0.580662849,0.495343815,0.600662603,0.172248929,0.226664994,0.110124604,0.06779905,0.641468021,0.175476667,0.686283002,0.089192386,0.270311869,0.733274645,0.296655766
Suicidal,0.566330698,0.505889673,0.609804774,0.155364653,0.402816867,0.710133619,0.469473404,0.46277647,0.054456905,0.332699947,0.301475614,0.227586571,0.247903257,0.162382866,0.581082542,0.094929083,0.608611388,0.794320811,0.724985047
Suicidal,0.531148599,0.493568642,0.267697187,0.1772965,0.439040649,0.758479261,0.480065604,0.554543351,0.368407859,0.47315791,0.341866689,0.102674161,0.944886777,0.215525486,0.494087279,0.070280722,0.775064567,0.814688813,0.480393081
Non Suicidal,0.224570119,0.569174645,0.631133243,0.48754761,0.341750725,0.557829058,0.472708134,0.431810996,0.625237555,0.541725538,0.714199374,0.523058971,0.05315915,0.005842731,0.045063857,0.380781496,0.025065589,0.177757913,0.943860474
Non Suicidal,0.325718486,0.459204516,0.523102801,0.728197931,0.525687831,0.906196176,0.506418325,0.53923331,0.561242069,0.455117316,0.400755045,0.480367286,0.052129111,0.022089217,0.078465025,0.57557726,0.098210208,0.318234255,0.453466543
Non Suicidal,0.229367374,0.526977949,0.651155522,0.697366579,0.314709418,0.808650164,0.490411335,0.810610393,0.500484502,0.47785363,0.538648487,0.29962034,0.004056902,0.02298618,0.084783501,0.405742153,0.080523656,0.038185277,0.585664697
Suicidal,0.570657528,0.481453704,0.464287214,0.094570057,0.278390872,0.189067383,0.46906332,0.415330383,0.293338259,0.176347593,0.298760385,0.149889592,0.861262066,0.231425459,0.537292863,0.016367212,0.91421031,0.584004569,0.408697008
Suicidal,0.44342263,0.43982813,0.591988561,0.08445652,0.416801329,0.118062227,0.49388168,0.319896636,0.15604287,0.355389983,0.108627275,0.217278439,0.939694963,0.172659556,0.74014335,0.01621822,0.53672707,0.671606761,0.68407567
Suicidal,0.36972798,0.458151011,0.53833022,0.232330613,0.294512926,0.55019546,0.496459293,0.599168407,0.298885988,0.306115626,0.381399052,0.054765017,0.907526385,0.037926404,0.285349278,0.046495042,0.315552347,0.630916714,0.315158276
Non Suicidal,0.267528978,0.481240677,0.469073751,0.353999126,0.361581151,0.809833135,0.503032682,0.710541428,0.619753045,0.507434132,0.48164548,0.464840176,0.06332245,0.010959619,0.0186975,0.918866933,0.034903901,0.083779569,0.934481362
Non Suicidal,0.447711626,0.537542103,0.29408304,0.376491082,0.276837663,0.883478057,0.474243436,0.693715961,0.251502147,0.525454901,0.423992499,0.384998034,0.008787927,0.022696965,0.080385801,0.325051389,0.014351582,0.154540258,0.397927136
Suicidal,0.501826531,0.388190407,0.530718006,0.105211927,0.323791443,0.421739228,0.479831541,0.187658518,0.497557769,0.515068619,0.310128324,0.141505635,0.693534122,0.18062584,0.274224821,0.037890972,0.932398369,0.803906477,0.318013404
Non Suicidal,0.280982782,0.443172828,0.535937043,0.589908591,0.426667537,0.98770986,0.485162111,0.919335092,0.280109031,0.522640326,0.868798222,0.377762373,0.003639126,0.002189364,0.061514361,0.370950392,0.053717863,0.230845465,0.919823082
Non Suicidal,0.238234013,0.515777611,0.464964382,0.269008784,0.303496614,0.775696593,0.518927193,0.705264447,0.155507967,0.517383616,0.859437669,0.593422012,0.008763957,0.015663395,0.035304704,0.866395878,0.087636958,0.105291673,0.849708867
Non Suicidal,0.585489274,0.480536976,0.357890799,0.844397322,0.284984041,0.613137483,0.504833825,0.439471933,0.311128045,0.494189661,0.97588268,0.308935416,0.028476357,0.024439213,0.062219349,0.342630959,0.05406326,0.229727654,0.728017907
Non Suicidal,0.45016188,0.476945263,0.484171733,0.784295195,0.491460598,0.457686842,0.475744318,0.915166314,0.206965576,0.457888222,0.674966942,0.357372351,0.089138061,0.013085689,0.041548606,0.560142613,0.094366412,0.003106024,0.720449524
Suicidal,0.723690516,0.361233855,0.573285484,0.144831221,0.419401572,0.153059316,0.474886102,0.683195389,0.476819764,0.373005158,0.229783976,0.070112544,0.490074007,0.065676364,0.564300413,0.051140957,0.9201386,0.632488699,0.756351381
Suicidal,0.499960857,0.458138602,0.286142435,0.127382424,0.389966415,0.099183646,0.481306291,0.558184847,0.413231422,0.179106277,0.540745237,0.287627189,0.846208487,0.213573006,0.902737113,0.036063463,0.559955788,0.528323606,0.676438554
Suicidal,0.441600257,0.356483449,0.268874256,0.240228555,0.263762103,0.114370604,0.495826137,0.615529183,0.373821365,0.392080049,0.375217589,0.26865315,0.360953847,0.15974688,0.298446888,0.056871848,0.567431337,0.719356036,0.429983222
Suicidal,0.443057721,0.509605072,0.524651625,0.15356534,0.370097117,0.519417943,0.490890564,0.257463053,0.304249683,0.546165459,0.555546497,0.283447776,0.531796252,0.196122597,0.874333293,0.077018324,0.969956533,0.828955609,0.538960141
Suicidal,0.505265428,0.39060229,0.432988857,0.240435788,0.284318891,0.20188788,0.496590389,0.287745211,0.102045965,0.323992571,0.63796795,0.372746989,0.214016203,0.225984158,0.496290105,0.036347908,0.320612159,0.885113887,0.844588817
Suicidal,0.603605393,0.364654506,0.529817329,0.286447333,0.307589634,0.464168622,0.460679838,0.733917669,0.409310313,0.537828911,0.315652648,0.060237088,0.650888951,0.048720055,0.547160006,0.077602092,0.766399449,0.666486887,0.831754887
Non Suicidal,0.212609539,0.518302899,0.404851032,0.793208353,0.416868715,0.871096794,0.512970562,0.632709033,0.348100115,0.627580858,0.584765492,0.416449955,0.041527056,0.008369201,0.024331839,0.894124325,0.051621469,0.20472767,0.604392221
Suicidal,0.69491032,0.438890447,0.378274207,0.158323945,0.208746634,0.716228489,0.500800431,0.386082076,0.277986085,0.143093994,0.679362538,0.283404268,0.307578237,0.221505766,0.340532909,0.043923381,0.403944272,0.760861532,0.202612819
Non Suicidal,0.207142287,0.560117985,0.641829547,0.606023106,0.370354015,0.819777993,0.511727575,0.713031822,0.340082273,0.547730464,0.516970406,0.377546228,0.076914251,0.008233287,0.005985297,0.834655512,0.038314891,0.014143799,0.762222085
Suicidal,0.349149833,0.384437365,0.528486721,0.138185426,0.402693007,0.723674435,0.499259603,0.701992318,0.258589005,0.40443218,0.393998365,0.122457091,0.355199887,0.061003171,0.497217754,0.031558448,0.630473355,0.472506498,0.697305005
Suicidal,0.59419659,0.478655942,0.475723997,0.208394007,0.105301488,0.709127518,0.477052044,0.440335774,0.142381962,0.49875429,0.27228535,0.290402933,0.491066917,0.048997235,0.20607635,0.075395271,0.644055589,0.692698536,0.267788031
Suicidal,0.488416586,0.375691326,0.350866035,0.235674319,0.361369498,0.36940579,0.469446531,0.224359818,0.242399355,0.386225366,0.630807582,0.302444557,0.654988419,0.223221697,0.837409691,0.081480601,0.279739503,0.745866998,0.467917295
Non Suicidal,0.443745091,0.435292159,0.585268108,0.645920932,0.278476763,0.448277767,0.490341357,0.785607046,0.340513139,0.412216289,0.608757238,0.568894755,0.063977534,0.028330948,0.053937274,0.417897223,0.07955006,0.107635803,0.743487711
Non Suicidal,0.34072126,0.420361485,0.570506401,0.52670981,0.465016651,0.716480465,0.50667739,0.896897333,0.325356746,0.524192,0.589681416,0.457132633,0.090389081,0.003225927,0.062286476,0.459706133,0.003177368,0.064954787,0.49771412
Non Suicidal,0.560687141,0.471878598,0.508148976,0.600775762,0.285934062,0.510203469,0.491293895,0.68250154,0.393306291,0.55018575,0.974292879,0.146070844,0.063745938,0.01744473,0.050084931,0.75985946,0.08376131,0.211359003,0.41705042
Non Suicidal,0.373235001,0.443359398,0.292478789,0.842524742,0.421279615,0.473993709,0.501410101,0.817219134,0.202680548,0.428963011,0.750342966,0.379790015,0.0743273,0.002304463,0.073875614,0.33890541,0.021738579,0.315686206,0.522185667
Suicidal,0.602153153,0.429144032,0.206241096,0.206436647,0.256603971,0.090978512,0.50291146,0.617179298,0.467041672,0.291671146,0.490241927,0.25045475,0.100085948,0.214685453,0.631746904,0.048689121,0.889805853,0.887853732,0.797045646
Non Suicidal,0.331351046,0.422802359,0.29213987,0.393680445,0.583793874,0.841737587,0.48799919,0.548423529,0.451303961,0.51704306,0.811535142,0.281668949,0.008040387,0.000448223,0.058355711,0.496765915,0.077443794,0.208329111,0.766455277
Suicidal,0.570650588,0.450714497,0.31804773,0.110177134,0.211693705,0.224073304,0.491377568,0.31510217,0.25585049,0.365502821,0.294620041,0.167417273,0.806431093,0.152379671,0.86741866,0.04614289,0.699245941,0.805588444,0.31510522
Non Suicidal,0.242021529,0.567128687,0.578902967,0.669478167,0.395919653,0.830586092,0.488893275,0.693958592,0.687230618,0.530301819,0.590288849,0.268229994,0.007580143,0.017264052,0.06780812,0.699458272,0.045933863,0.335641655,0.715538858
Non Suicidal,0.564431609,0.560506551,0.684095946,0.734780461,0.576723231,0.427711251,0.511801579,0.8894235,0.417125391,0.475847598,0.949422773,0.29249841,0.079182322,0.021067826,0.056422299,0.755070222,0.055116743,0.207869727,0.884971777
Non Suicidal,0.617861042,0.530606358,0.72861243,0.421171191,0.471172338,0.671398123,0.516307139,0.623938017,0.113496291,0.471368786,0.667512238,0.437571129,0.092693388,0.015036678,0.070547488,0.499168556,0.069547151,0.142291496,0.44816334
Non Suicidal,0.388767746,0.471880403,0.31608615,0.275331018,0.424556748,0.618592768,0.51847906,0.779616785,0.182533654,0.561703923,0.912382076,0.529613767,0.06163125,0.006055731,0.088737536,0.683428687,0.035345994,0.093895821,0.4177144
Suicidal,0.42210032,0.50772679,0.365471788,0.132515936,0.115860622,0.219015527,0.506834859,0.703421146,0.23154493,0.256466244,0.278623857,0.098570021,0.465944315,0.184673847,0.489583267,0.027736216,0.220237207,0.56729806,0.092230055
Non Suicidal,0.237189623,0.416221349,0.642195216,0.527659917,0.495618878,0.610115799,0.49969957,0.759972627,0.456817974,0.406024178,0.657780067,0.484353342,0.062935122,0.014846722,0.015295721,0.460304664,0.086204402,0.114061182,0.609537482
Non Suicidal,0.387110583,0.572875196,0.583907656,0.27125216,0.428829909,0.90355457,0.48083925,0.915752698,0.271152442,0.59203968,0.586323385,0.297468206,0.084837351,0.009224003,0.081093849,0.909049689,0.076040927,0.31001254,0.629075453
Non Suicidal,0.596403236,0.545325525,0.535257542,0.610360352,0.352789477,0.332747952,0.517067912,0.82156645,0.124752567,0.539062797,0.841788878,0.496814342,0.020034843,0.012117607,0.051771219,0.950694563,0.047437595,0.23493995,0.947515622
Non Suicidal,0.443145614,0.52817439,0.401383884,0.816562846,0.336750759,0.47157402,0.470215372,0.810604015,0.611901147,0.478780826,0.978017397,0.329705071,0.072599007,0.020639817,0.081444313,0.33304954,0.058655609,0.04546966,0.305784655
Non Suicidal,0.449986654,0.570269025,0.319570797,0.754195522,0.434526009,0.420345419,0.505538543,0.454974604,0.332317595,0.50088156,0.844692734,0.174885807,0.005345915,0.022765529,0.074836014,0.834866547,0.005930373,0.078267503,0.405061709
Non Suicidal,0.560607441,0.471554359,0.584515,0.477384559,0.247892412,0.817889179,0.474372059,0.831605625,0.650859249,0.482677129,0.730583673,0.1405671,0.006375592,0.002409474,0.080357958,0.280495604,0.007558055,0.322664668,0.436138536
Non Suicidal,0.284957504,0.567175005,0.470954577,0.468747573,0.512827267,0.863234281,0.496747176,0.435007333,0.413640802,0.609691466,0.967404776,0.30668962,0.000590116,0.005029218,0.02071116,0.910737958,0.015398395,0.162609807,0.889332855
Non Suicidal,0.270863058,0.402132638,0.334693616,0.881736199,0.333007282,0.893341275,0.476331973,0.781830889,0.295247237,0.615229203,0.894649845,0.458781685,0.034164869,0.004749515,0.059077578,0.449253741,0.050262273,0.258891001,0.466202142
Non Suicidal,0.39200684,0.521977268,0.586063247,0.882629037,0.588632258,0.517781719,0.47489512,0.529064075,0.137667454,0.47135074,0.815240404,0.622055704,0.043156704,0.004513113,0.02658793,0.822768873,0.005797493,0.359121837,0.94166229
Non Suicidal,0.357658308,0.576358687,0.394080572,0.666771333,0.415006066,0.78752355,0.479979842,0.916945403,0.332231863,0.471127996,0.494842176,0.212349729,0.09089338,0.017553704,0.068555574,0.602952874,0.002025752,0.109777208,0.503273047
Non Suicidal,0.618160806,0.484481334,0.542745231,0.542675546,0.311013488,0.917523903,0.479443408,0.515837179,0.658766372,0.392752006,0.588324287,0.489709402,0.094935238,0.012103931,0.014484472,0.967212637,0.002314879,0.171568182,0.913110574
Suicidal,0.421164853,0.394149295,0.236353519,0.278187086,0.291474202,0.261024091,0.465984568,0.398757378,0.308101754,0.278149865,0.215224711,0.16909685,0.101159356,0.072417923,0.441517791,0.073055901,0.609875917,0.8339843,0.454848708
Suicidal,0.480949981,0.383596323,0.599978781,0.279085678,0.276909016,0.47118782,0.481237884,0.421831369,0.048912137,0.182633396,0.409363818,0.234322422,0.149602755,0.046392745,0.927181481,0.031383265,0.695472001,0.807845294,0.583844902
Non Suicidal,0.458349987,0.397031345,0.29701847,0.43995627,0.581127778,0.337690727,0.506090609,0.531422803,0.201816406,0.401466809,0.709260018,0.504945717,0.089383171,0.020513716,0.001037428,0.347052103,0.020925192,0.220271739,0.595842893
Suicidal,0.371761446,0.490456686,0.588109345,0.26796515,0.354267275,0.286801944,0.462000167,0.665136071,0.119455621,0.227826007,0.123089876,0.34268624,0.893608329,0.148925097,0.630059509,0.052562995,0.649943704,0.7918882,0.235011167
Suicidal,0.618644182,0.419072155,0.450711221,0.111676773,0.15052848,0.276889397,0.489451592,0.606015684,0.429125598,0.470290292,0.65524537,0.112367487,0.972562623,0.049379076,0.869748145,0.086736466,0.407559155,0.754347391,0.534676676
Non Suicidal,0.259601976,0.418284864,0.480879689,0.529127491,0.257618317,0.651897557,0.498987036,0.602384909,0.348594631,0.381040596,0.444314112,0.233576356,0.078458329,0.015681273,0.021911183,0.809457313,0.076985308,0.101317225,0.462527642
Non Suicidal,0.235733255,0.461671261,0.36538405,0.381645044,0.436093504,0.470033925,0.496322632,0.663530986,0.515376337,0.612665131,0.577648674,0.11598101,0.013166678,0.010794236,0.003254073,0.250028197,0.081569662,0.051669097,0.499049261
Suicidal,0.528037682,0.357295906,0.401040224,0.070423618,0.384979491,0.742892066,0.488426626,0.358835077,0.416627876,0.402655307,0.323802624,0.302735261,0.21054135,0.105650673,0.462932592,0.055971932,0.947692321,0.890559265,0.80166077
Suicidal,0.767529708,0.407830278,0.268801623,0.111971441,0.286461882,0.798955621,0.476433958,0.241040439,0.460889647,0.488804172,0.427553751,0.239853291,0.792838367,0.190026956,0.519945325,0.068851359,0.536232361,0.57726932,0.153749102
Suicidal,0.682169391,0.460286122,0.50575833,0.107152511,0.268528698,0.375213959,0.502241611,0.667075053,0.363391209,0.11408547,0.11526635,0.328897505,0.730383671,0.222165828,0.837351233,0.041221073,0.200566829,0.591668343,0.535916006
Suicidal,0.700066413,0.424621743,0.52636733,0.222020728,0.160997431,0.365467928,0.479911964,0.128020098,0.335216015,0.198441946,0.278579299,0.147806245,0.595351611,0.241409366,0.304972983,0.041718826,0.364335931,0.443804948,0.581573868
Non Suicidal,0.296534702,0.427536281,0.334622016,0.483075204,0.254267345,0.67682838,0.492066821,0.873834747,0.101669947,0.631469475,0.585024414,0.145436537,0.07026859,0.026759884,0.030670226,0.495210084,0.030676791,0.432728049,0.85641884
Suicidal,0.585062196,0.374636644,0.260581534,0.257485439,0.38381871,0.359314728,0.507053746,0.79222555,0.491326039,0.113890211,0.242155706,0.146547368,0.650651907,0.12880771,0.414427893,0.009215712,0.833321787,0.486773417,0.579987455
